photo_key,face_index,person_name,matched_user_id,similarity,bbox_left,bbox_top,bbox_width,bbox_height
Camera 1/S&V R C1 Sangeet-813.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-814.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-815.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-816.jpg,2,sam,sam_v2,99.654808,0.36500481,0.22314283,0.06916065,0.17181306
Camera 1/S&V R C1 Sangeet-817.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-818.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-819.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-82.jpg,2,sam,sam_v2,99.999901,0.45054230,0.23875186,0.04683554,0.09356547
Camera 1/S&V R C1 Sangeet-820.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-821.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-822.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-823.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-824.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-825.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-826.jpg,1,sam,sam_v2,99.992882,0.45378986,0.28478345,0.07061938,0.14925353
Camera 1/S&V R C1 Sangeet-827.jpg,1,sam,sam_v2,99.989159,0.46441674,0.32476148,0.06740167,0.15795432
Camera 1/S&V R C1 Sangeet-828.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-829.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-83.jpg,2,sam,sam_v2,99.999641,0.44791064,0.23603106,0.04847974,0.09556878
Camera 1/S&V R C1 Sangeet-830.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-831.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-832.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-833.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-834.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-835.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-836.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-837.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-838.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-839.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-84.jpg,2,sam,sam_v2,99.999306,0.47488299,0.29127902,0.08798412,0.07256632
Camera 1/S&V R C1 Sangeet-840.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-841.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-842.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-843.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-844.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-845.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-846.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-847.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-848.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-849.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-85.jpg,2,sam,sam_v2,99.999268,0.47172281,0.33614129,0.08160982,0.06590054
Camera 1/S&V R C1 Sangeet-850.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-851.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-852.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-853.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-854.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-855.jpg,4,abhy,abhy,99.628723,0.21503229,0.20123407,0.02805653,0.05027287
Camera 1/S&V R C1 Sangeet-856.jpg,3,abhy,abhy,99.926544,0.03021060,0.16366744,0.03303096,0.05932114
Camera 1/S&V R C1 Sangeet-857.jpg,1,sam,sam_v2,99.980728,0.35290664,0.18368830,0.07786838,0.15415598
Camera 1/S&V R C1 Sangeet-858.jpg,1,sam,sam_v2,99.989876,0.35938907,0.18232080,0.07496024,0.15068160
Camera 1/S&V R C1 Sangeet-859.jpg,1,sam,sam_v2,99.990341,0.43356714,0.16607970,0.07532685,0.15483129
Camera 1/S&V R C1 Sangeet-859.jpg,2,sam,sam_v2,99.397858,0.50810361,0.18176565,0.07217129,0.14623852
Camera 1/S&V R C1 Sangeet-86.jpg,2,sam,sam_v2,99.999908,0.57545429,0.30829695,0.07981128,0.07233157
Camera 1/S&V R C1 Sangeet-860.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-861.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-862.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-863.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-864.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-865.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-866.jpg,1,sam,sam_v2,99.873169,0.44914666,0.69360626,0.09185833,0.19958019
Camera 1/S&V R C1 Sangeet-866.jpg,4,mohini,mohini_v2,99.972115,0.04769792,0.37731040,0.05999929,0.13623033
Camera 1/S&V R C1 Sangeet-867.jpg,1,sam,sam_v2,99.953827,0.44023120,0.69080985,0.09101050,0.20266053
Camera 1/S&V R C1 Sangeet-867.jpg,4,mohini,mohini_v2,99.983124,0.04139668,0.37232342,0.06211068,0.13646916
Camera 1/S&V R C1 Sangeet-868.jpg,1,sam,sam_v2,99.993042,0.48320737,0.27345380,0.07567282,0.15248811
Camera 1/S&V R C1 Sangeet-868.jpg,4,mohini,mohini_v2,99.983040,0.13379435,0.03381829,0.05865724,0.12500998
Camera 1/S&V R C1 Sangeet-869.jpg,1,sam,sam_v2,99.993080,0.44708383,0.27884638,0.08001120,0.15184604
Camera 1/S&V R C1 Sangeet-869.jpg,4,mohini,mohini_v2,99.996758,0.14961831,0.04959761,0.05179204,0.12163654
Camera 1/S&V R C1 Sangeet-87.jpg,2,sam,sam_v2,99.999870,0.55753595,0.33046949,0.06503142,0.05904056
Camera 1/S&V R C1 Sangeet-870.jpg,1,sam,sam_v2,99.978828,0.48237163,0.27006954,0.07640118,0.16747466
Camera 1/S&V R C1 Sangeet-870.jpg,5,mohini,mohini_v2,99.997749,0.17352335,0.05055080,0.05263284,0.12452463
Camera 1/S&V R C1 Sangeet-871.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-872.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-873.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-874.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-875.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-876.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-877.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-878.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-879.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-88.jpg,2,sam,sam_v2,99.999931,0.57791996,0.32352829,0.06415569,0.06128030
Camera 1/S&V R C1 Sangeet-880.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-881.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-882.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-883.jpg,4,abhy,abhy,97.385132,0.08999093,0.25644743,0.02975306,0.06390633
Camera 1/S&V R C1 Sangeet-884.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-885.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-886.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-887.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-888.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-889.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-89.jpg,2,sam,sam_v2,99.999931,0.47523940,0.30207700,0.06353988,0.12835479
Camera 1/S&V R C1 Sangeet-890.jpg,2,abhy,abhy,99.847633,0.07907659,0.26897129,0.02992321,0.04744036
Camera 1/S&V R C1 Sangeet-891.jpg,3,abhy,abhy,99.720177,0.09498589,0.19504842,0.03108059,0.04863675
Camera 1/S&V R C1 Sangeet-892.jpg,4,abhy,abhy,99.932961,0.17274798,0.19756714,0.02830933,0.04567174
Camera 1/S&V R C1 Sangeet-893.jpg,4,abhy,abhy,99.969208,0.16537690,0.22485125,0.02804387,0.04370763
Camera 1/S&V R C1 Sangeet-894.jpg,3,abhy,abhy,99.698730,0.09025735,0.20445374,0.02894232,0.04511224
Camera 1/S&V R C1 Sangeet-895.jpg,3,abhy,abhy,99.902702,0.07112652,0.18972845,0.02603746,0.04934219
Camera 1/S&V R C1 Sangeet-896.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-897.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-898.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-899.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-9.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-90.jpg,2,sam,sam_v2,99.999901,0.53384846,0.31225449,0.06241485,0.12519126
Camera 1/S&V R C1 Sangeet-900.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-901.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-902.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-903.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-904.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-905.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-906.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-907.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-908.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-909.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-91.jpg,2,sam,sam_v2,99.999886,0.56574678,0.26501283,0.06127033,0.12193322
Camera 1/S&V R C1 Sangeet-910.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-911.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-912.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-913.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-914.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-915.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-916.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-917.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-918.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-919.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-92.jpg,2,sam,sam_v2,99.999878,0.42959511,0.19892630,0.04430456,0.10149799
Camera 1/S&V R C1 Sangeet-920.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-921.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-922.jpg,6,abhy,abhy,99.524139,0.47881350,0.15209286,0.01918039,0.03504828
Camera 1/S&V R C1 Sangeet-923.jpg,5,vinaysmummy,vinaysmummy,95.829918,0.89021891,0.24482968,0.02059576,0.03996241
Camera 1/S&V R C1 Sangeet-923.jpg,6,abhy,abhy,99.073227,0.32524538,0.13268086,0.02145709,0.03708820
Camera 1/S&V R C1 Sangeet-924.jpg,4,abhy,abhy,99.468857,0.22534351,0.16278687,0.02143655,0.03763175
Camera 1/S&V R C1 Sangeet-925.jpg,4,abhy,abhy,97.806099,0.21995378,0.16362002,0.02035579,0.03750830
Camera 1/S&V R C1 Sangeet-926.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-927.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-928.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-929.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-93.jpg,2,sam,sam_v2,99.999855,0.41808847,0.18565652,0.04361594,0.10052516
Camera 1/S&V R C1 Sangeet-930.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-931.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-932.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-933.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-934.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-935.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-936.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-937.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-938.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-939.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-94.jpg,2,sam,sam_v2,99.997749,0.48983932,0.18860635,0.04055154,0.08643242
Camera 1/S&V R C1 Sangeet-940.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-941.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-942.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-943.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-944.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-945.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-946.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-947.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-948.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-949.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-95.jpg,2,sam,sam_v2,99.998489,0.47950211,0.18771623,0.04224045,0.08604860
Camera 1/S&V R C1 Sangeet-950.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-951.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-952.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-953.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-954.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-955.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-956.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-957.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-958.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-959.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-96.jpg,2,sam,sam_v2,99.999580,0.52391481,0.19473381,0.03486590,0.08120004
Camera 1/S&V R C1 Sangeet-960.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-961.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-962.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-963.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-964.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-965.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-966.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-967.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-968.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-969.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-97.jpg,2,sam,sam_v2,99.999947,0.47896999,0.17793895,0.04288266,0.09207314
Camera 1/S&V R C1 Sangeet-970.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-971.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-972.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-973.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-974.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-975.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-976.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-977.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-978.jpg,2,sam,sam_v2,99.999725,0.41914394,0.26055074,0.04239780,0.08281965
Camera 1/S&V R C1 Sangeet-979.jpg,1,sam,sam_v2,99.997322,0.38254851,0.22314948,0.03624887,0.06990714
Camera 1/S&V R C1 Sangeet-98.jpg,2,sam,sam_v2,99.999458,0.52112222,0.20403494,0.04922528,0.10410514
Camera 1/S&V R C1 Sangeet-980.jpg,1,sam,sam_v2,99.995537,0.39033651,0.24289700,0.04127692,0.07434867
Camera 1/S&V R C1 Sangeet-981.jpg,1,sam,sam_v2,99.996841,0.39041817,0.21110429,0.04489651,0.08450858
Camera 1/S&V R C1 Sangeet-982.jpg,1,sam,sam_v2,99.982414,0.38769269,0.22527948,0.04272748,0.08692766
Camera 1/S&V R C1 Sangeet-983.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-984.jpg,3,sam,sam_v2,97.405228,0.43294662,0.22023508,0.02410004,0.07040247
Camera 1/S&V R C1 Sangeet-985.jpg,,,,,,,,
Camera 1/S&V R C1 Sangeet-986.jpg,6,abhy,abhy,97.677116,0.91427237,0.25159732,0.02257861,0.04369082
Camera 1/S&V R C1 Sangeet-987.jpg,1,sam,sam_v2,99.974960,0.54794461,0.21188979,0.03596704,0.06963772
Camera 1/S&V R C1 Sangeet-988.jpg,1,sam,sam_v2,99.966080,0.55635583,0.22939232,0.03739636,0.07589380
Camera 1/S&V R C1 Sangeet-989.jpg,2,sam,sam_v2,99.991150,0.40409267,0.17405298,0.04090625,0.07723461
Camera 1/S&V R C1 Sangeet-99.jpg,2,sam,sam_v2,99.999336,0.51630360,0.18604113,0.05046002,0.10580335
Camera 1/S&V R C1 Sangeet-990.jpg,2,sam,sam_v2,99.992447,0.38461089,0.18724942,0.03751788,0.07470374
Camera 1/S&V R C1 Sangeet-991.jpg,2,sam,sam_v2,99.978165,0.40923065,0.18578817,0.03894891,0.07649136
Camera 1/S&V R C1 Sangeet-992.jpg,1,sam,sam_v2,99.994171,0.59403461,0.19851357,0.04343445,0.08158015
Camera 1/S&V R C1 Sangeet-993.jpg,1,sam,sam_v2,99.991516,0.41266024,0.19532555,0.04799613,0.09010772
Camera 1/S&V R C1 Sangeet-993.jpg,3,abhy,abhy,99.973793,0.01483704,0.22511849,0.02930642,0.04696781
Camera 1/S&V R C1 Sangeet-994.jpg,2,sam,sam_v2,99.996010,0.44130373,0.19405948,0.04194314,0.07388574
Camera 1/S&V R C1 Sangeet-994.jpg,3,abhy,abhy,99.977692,0.02215030,0.21532395,0.02779983,0.04495134
Camera 1/S&V R C1 Sangeet-995.jpg,2,sam,sam_v2,98.373192,0.44335708,0.20020023,0.03280335,0.07523490
Camera 1/S&V R C1 Sangeet-996.jpg,2,sam,sam_v2,99.999634,0.61616409,0.17946038,0.04456988,0.09393663
Camera 1/S&V R C1 Sangeet-997.jpg,2,sam,sam_v2,99.818733,0.58797628,0.24389575,0.03314337,0.08112048
Camera 1/S&V R C1 Sangeet-998.jpg,2,sam,sam_v2,99.997398,0.60055989,0.17917050,0.03836389,0.08501565
Camera 1/S&V R C1 Sangeet-999.jpg,2,sam,sam_v2,99.998459,0.42828843,0.15348352,0.04015176,0.08152335
Camera 1/S&V R C1 Sangeet-999.jpg,5,abhy,abhy,98.733994,0.00370289,0.16570523,0.03014505,0.04901705
Camera 1/S&V R C2 Sangeet-1.jpg,,,,,,,,
Camera 1/S&V R C2 Sangeet-10.jpg,,,,,,,,
Camera 1/S&V R C2 Sangeet-100.jpg,,,,,,,,
Camera 1/S&V R C2 Sangeet-1000.jpg,5,vinaysmummy,vinaysmummy,99.843430,0.77015036,0.48674658,0.03027206,0.02469064
Camera 1/S&V R C2 Sangeet-1001.jpg,4,vinaysmummy,vinaysmummy,99.999138,0.76860440,0.49541682,0.02785775,0.02548218
Camera 1/S&V R C2 Sangeet-1002.jpg,6,vinaysmummy,vinaysmummy,99.950996,0.81043315,0.47518870,0.02900286,0.02564923
Camera 1/S&V R C2 Sangeet-1003.jpg,5,vinaysmummy,vinaysmummy,99.671921,0.86849928,0.49450651,0.03080857,0.02686276
Camera 1/S&V R C2 Sangeet-1004.jpg,3,abhy,abhy,99.988297,0.06898689,0.42472053,0.03794058,0.02470010
Camera 1/S&V R C2 Sangeet-1004.jpg,8,vinaysmummy,vinaysmummy,99.975075,0.87697309,0.46975937,0.02267863,0.01983499
Camera 1/S&V R C2 Sangeet-1005.jpg,6,vinaysmummy,vinaysmummy,99.938515,0.90591919,0.49904871,0.02786205,0.02350079
Camera 1/S&V R C2 Sangeet-1006.jpg,5,vinaysmummy,vinaysmummy,99.353256,0.87893015,0.48208949,0.02798201,0.02394330
Camera 1/S&V R C2 Sangeet-1007.jpg,6,vinaysmummy,vinaysmummy,95.617691,0.91098565,0.47826967,0.02425328,0.02056696
Camera 1/S&V R C2 Sangeet-1008.jpg,,,,,,,,
Camera 1/S&V R C2 Sangeet-1009.jpg,4,abhy,abhy,97.255821,0.22873369,0.41728991,0.02401834,0.02034241
Camera 1/S&V R C2 Sangeet-101.jpg,,,,,,,,
Camera 1/S&V R C2 Sangeet-1010.jpg,,,,,,,,
Camera 1/S&V R C2 Sangeet-1011.jpg,,,,,,,,
Camera 1/S&V R C2 Sangeet-1012.jpg,3,abhy,abhy,98.900650,0.03731202,0.39368215,0.03101309,0.02369202
Camera 1/S&V R C2 Sangeet-1013.jpg,,,,,,,,
Camera 1/S&V R C2 Sangeet-1014.jpg,,,,,,,,
Camera 1/S&V R C2 Sangeet-1015.jpg,,,,,,,,
Camera 1/S&V R C2 Sangeet-1016.jpg,,,,,,,,
Camera 1/S&V R C2 Sangeet-1017.jpg,5,vinaysmummy,vinaysmummy,98.912224,0.61185920,0.43217319,0.01626459,0.03223686
Camera 1/S&V R C2 Sangeet-1018.jpg,,,,,,,,
Camera 1/S&V R C2 Sangeet-1019.jpg,,,,,,,,
Camera 1/S&V R C2 Sangeet-102.jpg,,,,,,,,
Camera 1/S&V R C2 Sangeet-1020.jpg,,,,,,,,
Camera 1/S&V R C2 Sangeet-1021.jpg,,,,,,,,
Camera 1/S&V R C2 Sangeet-1022.jpg,,,,,,,,
Camera 1/S&V R C2 Sangeet-1023.jpg,5,vinaysmummy,vinaysmummy,99.946350,0.82086229,0.49570674,0.02153132,0.01761176
Camera 1/S&V R C2 Sangeet-1024.jpg,4,vinaysmummy,vinaysmummy,99.877892,0.90318203,0.50446916,0.02434461,0.02052951
Camera 1/S&V R C2 Sangeet-1024.jpg,5,abhy,abhy,98.295120,0.20374216,0.43081012,0.02040917,0.01884497
Camera 1/S&V R C2 Sangeet-1025.jpg,,,,,,,,
Camera 1/S&V R C2 Sangeet-1026.jpg,,,,,,,,
Camera 1/S&V R C2 Sangeet-1027.jpg,5,vinaysmummy,vinaysmummy,99.323242,0.91641295,0.46054789,0.02362189,0.02016885
Camera 1/S&V R C2 Sangeet-1028.jpg,7,vinaysmummy,vinaysmummy,99.346390,0.93445504,0.46175790,0.02318027,0.01935947
Camera 1/S&V R C2 Sangeet-1029.jpg,,,,,,,,
Camera 1/S&V R C2 Sangeet-103.jpg,,,,,,,,
Camera 1/S&V R C2 Sangeet-1030.jpg,,,,,,,,
Camera 1/S&V R C2 Sangeet-1031.jpg,3,sam,sam_v2,99.989525,0.21562092,0.47955856,0.02577422,0.02627899
Camera 1/S&V R C2 Sangeet-1032.jpg,2,sam,sam_v2,99.994682,0.34470826,0.46566907,0.04105314,0.03362418
Camera 1/S&V R C2 Sangeet-1033.jpg,2,sam,sam_v2,99.967705,0.27266815,0.47322607,0.03655910,0.03305215
Camera 1/S&V R C2 Sangeet-1033.jpg,6,vinaysmummy,vinaysmummy,99.989685,0.64336509,0.53676289,0.01843710,0.01604419
Camera 1/S&V R C2 Sangeet-1034.jpg,,,,,,,,
Camera 1/S&V R C2 Sangeet-1035.jpg,2,sam,sam_v2,99.999580,0.52616131,0.45062584,0.04420162,0.03741205
Camera 1/S&V R C2 Sangeet-1036.jpg,1,sam,sam_v2,99.992302,0.34313580,0.44056857,0.04644977,0.03659570
Camera 1/S&V R C2 Sangeet-1037.jpg,2,sam,sam_v2,99.993568,0.37042254,0.46652591,0.04340341,0.03453683
Camera 1/S&V R C2 Sangeet-1037.jpg,5,vinaysmummy,vinaysmummy,99.894798,0.62981004,0.52725005,0.01851799,0.01704217
Camera 1/S&V R C2 Sangeet-1038.jpg,2,sam,sam_v2,99.986694,0.67419708,0.39127555,0.04005489,0.04405817
Camera 1/S&V R C2 Sangeet-1039.jpg,2,sam,sam_v2,99.999550,0.62658232,0.39625287,0.05129195,0.04563940
Camera 1/S&V R C2 Sangeet-104.jpg,,,,,,,,
Camera 1/S&V R C2 Sangeet-1040.jpg,2,sam,sam_v2,99.996552,0.66792464,0.38479006,0.04979087,0.04801767
Camera 1/S&V R C2 Sangeet-1041.jpg,2,sam,sam_v2,99.991982,0.55191481,0.39197433,0.04425689,0.04474829
Camera 1/S&V R C2 Sangeet-1042.jpg,2,sam,sam_v2,99.992485,0.32382169,0.41199198,0.04982363,0.04293054
Camera 1/S&V R C2 Sangeet-1043.jpg,2,sam,sam_v2,99.995033,0.27410504,0.40581295,0.04975660,0.04416531
Camera 1/S&V R C2 Sangeet-1044.jpg,2,sam,sam_v2,99.999634,0.22273929,0.40910441,0.05220350,0.04772736
Camera 1/S&V R C2 Sangeet-1045.jpg,2,sam,sam_v2,99.985214,0.28624198,0.43115953,0.03798784,0.03958670
Camera 1/S&V R C2 Sangeet-1046.jpg,2,sam,sam_v2,99.988029,0.29046074,0.42749426,0.04122856,0.04077218
Camera 1/S&V R C2 Sangeet-1047.jpg,2,sam,sam_v2,99.943199,0.31217054,0.40725318,0.03919679,0.03901886
Camera 1/S&V R C2 Sangeet-1048.jpg,1,sam,sam_v2,99.964180,0.32082799,0.39081961,0.04756949,0.04544931
Camera 1/S&V R C2 Sangeet-1049.jpg,2,sam,sam_v2,99.918953,0.31428692,0.40931949,0.04389064,0.04562799
Camera 1/S&V R C2 Sangeet-105.jpg,,,,,,,,
Camera 1/S&V R C2 Sangeet-1050.jpg,1,sam,sam_v2,99.997887,0.49626422,0.48420393,0.03420559,0.02845401
Camera 1/S&V R C2 Sangeet-1050.jpg,5,vinaysmummy,vinaysmummy,99.421547,0.61333567,0.53334802,0.01573755,0.01345105
Camera 1/S&V R C2 Sangeet-1051.jpg,2,sam,sam_v2,99.993713,0.38299358,0.47950253,0.03368738,0.02799133
Camera 1/S&V R C2 Sangeet-1052.jpg,1,sam,sam_v2,99.995209,0.39566812,0.47543138,0.03465159,0.02869336
Camera 1/S&V R C2 Sangeet-1053.jpg,2,sam,sam_v2,99.990021,0.40478370,0.46748775,0.03461251,0.02746671
Camera 1/S&V R C2 Sangeet-1054.jpg,3,vinaysmummy,vinaysmummy,99.869904,0.50910002,0.49976933,0.02279530,0.02052866
Camera 1/S&V R C2 Sangeet-1055.jpg,1,sam,sam_v2,99.980347,0.27965069,0.43169549,0.04557670,0.03886258
Camera 1/S&V R C2 Sangeet-1055.jpg,6,vinaysmummy,vinaysmummy,99.959625,0.58040208,0.49765202,0.01871620,0.01591431
Camera 1/S&V R C2 Sangeet-1056.jpg,2,sam,sam_v2,99.926842,0.35086787,0.43559653,0.04175720,0.04036493
Camera 1/S&V R C2 Sangeet-1057.jpg,2,sam,sam_v2,99.989861,0.31938526,0.39925471,0.04611503,0.04597434
Camera 1/S&V R C2 Sangeet-1058.jpg,2,sam,sam_v2,99.977539,0.33182150,0.39637977,0.04843703,0.04614676
Camera 1/S&V R C2 Sangeet-1059.jpg,2,sam,sam_v2,99.992661,0.74075794,0.24325791,0.04446405,0.11112365
Camera 1/S&V R C2 Sangeet-106.jpg,,,,,,,,
Camera 1/S&V R C2 Sangeet-1060.jpg,2,sam,sam_v2,99.996269,0.68896842,0.27436793,0.04549085,0.09801601
Camera 1/S&V R C2 Sangeet-1061.jpg,2,sam,sam_v2,99.999268,0.42839223,0.38098833,0.04834460,0.04774814
Camera 1/S&V R C2 Sangeet-1061.jpg,7,vinaysmummy,vinaysmummy,99.464828,0.79387420,0.46352285,0.02173044,0.01886163
Camera 1/S&V R C2 Sangeet-1062.jpg,2,sam,sam_v2,99.997810,0.40323815,0.37295720,0.05336239,0.04970126
